edad,anim,pito,walo,siyam,sampu,labing isa,labing dalawa,six years old,seven years old,eight years old,nine years old,ten years old,eleven years old,twelve years old,,,,,,,,,,
nakapagpacheck up ka ba sa doctor dahil dito?,opo,oo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
ano ang ginawa mo para sa paghina ng iyong pandinig?,irrigasyon ng tenga,nilinis,wala,nilagayan ng hydrogen peroxide,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
may ininom/pinapatak ka bang gamot para sa paghina ng iyong pandinig?,oo,opo,hindi,wala,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
"kung oo, anong gamot ito?",antibiotic,ear drops,hydrogen peroxide,biogesic,paracetamol,mefenamic,celecoxib,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,
alin sa mga sakit sa mata ang iyong naranasan?                                                                                                                                                                                                                                                       1.) pamamaga 2.) pamumula 3.) sugat sa mata 4.) panunuyo 5.) kuliti 6.) labis na pagmumuta 7.) sore eyes 8.) pangangati 9.) pananakit ng mata 10.) wala sa nabanggit,pamamaga ng mata,pamumula ng mata,sugat sa mata,panunuyo ng mata,kuliti,labis na pagmumuta,sore eyes,pangangati ng mata,pananakit ng mata,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,
"mula 1-10, bilang 1 walang sakit, at 10 pinakamasakit gaano ang sakit na iyong nararamdaman?",hindi masakit,isa,dalawa,tatlo,apat,lima,anim,pito,walo,siyam,sampu,hindi ko alam,nakalimutan ko na,,,,,,,,,,,
kailan ito nagsimula?,ngayon lang,kahapon,nung isang araw,nung isang linggo,nung isang buwan,nakaraang taon,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,
gaano katagal mo na ito nararanasan?,kalahating araw,isang araw,dalawang araw,tatlong araw,apat na araw,limang araw,anim na araw,pitong araw,higit sa pitong araw,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,
kaliwa o kanang mata ang apektado?,kaliwa at kanan,kaliwa,kanan,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
sa anong kadahilanan nagkaroon ka nito?,nakamot,bigla na lang,natusok,napasukan ng alikabok,kinagat ng insekto,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,
ano ang ginawa para mawala ang sakit sa iyong mata?,binabad sa tubig,nilinis yung sugat,wala,pinabayaan ko lang,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
meron ka bang ininom / pinatak na gamot para sa sakit sa iyong mata?,oo,opo,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,,
"kung oo, anong gamot ito?",paracetamol,biogesic,pangpatak sa mata,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
malinaw ba ang iyong mga mata?,hindi po,oo,opo,malinaw,malabo,,,,,,,,,,,,,,,,,,,
malinaw ba ang paningin mo sa malapit o malayo?,sa malapit,sa malayo,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,,
kailan ito nagsimula?,nung nakaraang linggo,nakaraang buwan,nakaraang taon,matagal na,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
gaano katagal ka na nagsusuot ng salamin?,kalahating araw,isang araw,dalawang araw,tatlong araw,apat na araw,limang araw,anim na araw,pitong araw,higit sa pitong araw,hindi ko alam,nakalimutan ko na,matagal na,,,,,,,,,,,,
"anong mata ang apektado? kaliwa, kanan o pareho?",kaliwa,kanan,kaliwa at kanan,,,,,,,,,,,,,,,,,,,,,
anong ang possibleng dahilan nito?,biglaan na lamang,nahilo ako,madalas mag cellphone,madalas mag computer,madalas manuod ng tv,nagbabasa sa dilim,nagbabasa sa umaandar na kotse,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,
paulit-ulit mo bang nararanasan ang problemang ito?,oo,opo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
ano ang ginawa para umayos ang iyong mga mata?,nilinis ang mata,naglagay ng malamig na bimpo,binabad sa tubig,pinahinga,binawasan ang panunuod ng tv,binawasan ang pagce cellphone,iniiwasan na ang pagbasa sa dilim,wala,hindi ko alam,,,,,,,,,,,,,,,
meron ka bang ininom/pinapatak na gamot para makatulong sa pagbagal ng panlalabo ng iyong mga mata?,oo,opo,hindi,wala,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
"kung oo, anong gamot ito?",eye drops,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,,,
kailan ang huling check up ng iyong mga mata?,matagal na po,wala pa,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,,
"kung oo, ano ang inirecomenda ng doctor sa mata sa iyo?",magsuot ng salamin,bawasan ang pagga gadget,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,,
ikaw ba ay nagsusuot ng salamin? anong klase?,pagnagbabasa lang,antiradiation glasses,yung may grado,wala,hindi ko alam,hindi ko na sinusuot,ayoko suotin,nakalimutan ko na,,,,,,,,,,,,,,,,
"kung nagsusuot ng salamin, ano ang grade ng kanang mata mo?",walang grado,mababa lang,mas mababa sa 50,50 pataas,mas mababa sa 100,100,mas mataas sa 100,mababa sa 150,150,mas mababa sa 200,200,mas mababa sa 250,250,hindi ko alam,nakalimutan ko na,,,,,,,,,
"kung nagsusuot ng salamin, ano ang grade ng kaliwang mata mo?",walang grado,mababa lang,mas mababa sa 50,50 pataas,mas mababa sa 100,100,mas mataas sa 100,mababa sa 150,150,mas mababa sa 200,200,mas mababa sa 250,250,hindi ko alam,nakalimutan ko na,,,,,,,,,
malinaw na ba ang mata mo habang suot ang iyong salamin o kailangan mo pa magpacheck up sa doctor?,oo,opo,hindi po,medyo,hindi ko alam,hindi ko sinusuot,,,,,,,,,,,,,,,,,,
meron ka bang mga kondisyon katulad ng:                                                                                                                                                                                                                                                                  1.) alerhiya sa ilong 2.) sinusitis 3.) bukol sa ilong?,alerhiya sa ilong,sinusitis,bukol sa ilong,wala,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
kailan ito nagsimula?,ngayon lang,kalahating araw,isang araw,dalawang araw,tatlong araw,apat na araw,limang araw,anim na araw,pitong araw,higit sa pitong araw,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,
gaano katagal mo na ito nararanasan? (sa isang taon),isang araw,dalawang araw,tatlong araw,apat na araw,limang araw,anim na araw,isang linggo,higit isang linggo,,,,,,,,,,,,,,,,
anong bahagi ng iyong ilong ang apektado?,kaliwa,kanan,pareho,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
anong ang posibleng dahilan nito?,napasukan ng bagay,bigla na lang,natusok,kinagat ng lamok,alikabok,nung sanggol pa lang ako,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,
ano ang ginawa mo para mawala ang sakit mo sa ilong?,dinala sa ospital,nilinis,binababad sa malamig na bimpo,binabad sa mainit na bimpo,iniwasan ang alikabok,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,
meron ka bang ininom na gamot para sa problema mo sa ilong?,oo,opo,wala,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
"kung oo, anong gamot ito?",biogesic,paracetamol,antihistamine,antibiotic,cetirizine,disudrin,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,
"alin sa mga sumusunod na problema sa ilong ang naranasan mo na?                                                                                                                                                                                                                                                                                       1.) sumakit ang ilong 2.) kumati ang ilong 3.)nagdugo ang ilong 4.) may naipasok sa ilong 5,) namamaga ang ilong 6.) wala sa nabanggit",sumakit ang ilong,kumati ang ilong,nagdugo ang ilong,napasukan ng bagay,namaga ang ilong,wala sa nabanggit,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,
alin sa mga ito ang naipasok sa iyong ilong?                                                                                                                                                                                                                                                                 1.) papel 2.) plastik 3.) beads 4.) bato 5.) tisyu 6.) kahoy 7.) jolen 8.) beans,papel,plastik,beads,bato,tisyu,kahoy,jolen,beans,,,,,,,,,,,,,,,,
"mula 1-10, bilang 1 walang sakit, at 10 pinakamasakit gaano ang sakit na iyong nararamdaman?",walang sakit,isa,dalawa,tatlo,apat,lima,anim,pito,walo,siyam,sampu,,,,,,,,,,,,,
kailan ito nagsimula?,ngayon,kahapon,nung isang araw,nung isang linggo,nung isang buwan,nung isang taon,matagal na,hindi ko alam,hindi ko matandaan,,,,,,,,,,,,,,,
gaano katagal mo na ito nararanasan?,segundo,minuto,oras,kalahating araw,isang araw,dalawang araw,tatlong araw,apat na araw,limang araw,anim na araw,isang linggo,hindi ko alam,nakalimutan ko na,,,,,,,,,,,
kaliwa o kanang ilong?,kaliwa,kanan,pareho,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
ano ang posibleng dahilan ng problema mo sa ilong?,napasukan ng tubig,kinagat ng insekto,biglaan na lang,natusok,impeksyon,nung sanggol pa lang ako,naalikabukan,sobrang init,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,
ano ang ginawa mo para mawala ang problema mo sa ilong?,tumapat sa electric fan,nagpunas ng malamig na bimpo,nagdami ng mainit na bimpo sa ilong,umiwas sa alikabok,natulog,nagpahinga,pinabayaan ko lang,hindi ko alam,hindi ko matandaan,,,,,,,,,,,,,,,
uminom ka ba ng gamot para gumaling ang problema mo sa ilong?,oo,opo,hindi,wala,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
"kung oo, anong gamot ito?",antibiotics,antihistamine,biogesic,pain reliever,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
ikaw ba ay nagsisipilyo araw araw?,minsan lang sa umaga at gabi,lagi naman po,opo,"umaga, hapon, gabi",isa sa gabi,hindi,,,,,,,,,,,,,,,,,,
"kung hindi, bakit hindi ka nakakapagsipilyo?",nakalimutan ko,tinatamad ako,ayoko,walang sipilyo,walang toothpaste,ayoko ng lasa,hindi ko alam,,,,,,,,,,,,,,,,,
kailan ang huling check up sa dentista?,wala pa po,hindi pa po,sa school po,nung grade two po ako,matagal na po,wala po,kahapon,nung isang araw,nung isang linggo,nung isang buwan,nakaraang taon,bago magpandemaya,hindi ko alam,nakalimutan ko na,,,,,,,,,,
bakit ka bumisita sa dentista?,check up,nagpabunot ng ngipin,nagpalinis ng ngipin,nagpapasta,tinanggal yung bulok na ngipin,nagpa adjust ng braces,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,
sumasakit ba ang iyong ngipin?,tuwing kumakain ng chocolate,nakagat ko yung kutsara,matagal na po,hindi pa po,in adjust yung braces,may tumutubong ngipin,wala na po bulok na ngipin,"opo, minsan",kumakain ng matatamis,minsan,nung nabungi,hindi,,,,,,,,,,,,
kailan pa ito nagsimula?,ngayon lang,kalahating araw na,isang araw na,kahapon lang,nung isang araw lang,nung isang linggo,nung isang buwan,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,
gaano na ito katagal na sumasakit?,kalahating araw,isang araw,dalawang araw,apat na araw,limang araw,anim na araw,isang linggo,higit sa isang linggo,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,
anong parte ng ngipin ang apektado?,harap na ngipin,sa kaliwa sa likod,sa kanan sa likod,sa harap sa kanan,sa harap sa kaliwa,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,
ito ba ay paulit ulit nang problema?,oo,hindi,hindi ko alam,ewan ko,,,,,,,,,,,,,,,,,,,,
ano ang posibleng dahilan ng pananakit ng iyong ngipin?,nabubulok na ngipin,kumakain ng ice cream at kendi,impeksyon,pamamaga,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
kung ito ay masakit? i-rate ang sakit mula 1-10 bilang 1 walang sakit ang 10 bilang pinakamasakit.,konting sakit,isa,dalawa,tatlo,apat,lima,anim,pito,walo,siyam,sampu,,,,,,,,,,,,,
ano ang ginawa para mawala ang pananakit ng iyong ngipin?,binababad sa malamig na tubig,sumisipsip ng yelo,nagmumog ng asin,nagsisipilyo,nagmumumog,binabawasan ang pagkain ng matatamis,pinapabayaan ko lang,pinapahinga,tinutulog,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,
meron ka bang ininom na gamot para sa sakit ng ngipin?,oo,wala,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,,
"kung oo, anong gamot ito?",paracetamol,biogesic,tempra,calpol,,,,,,,,,,,,,,,,,,,,
alin sa mga ito ang nararanasan mong problema sa bibig?                                                                                                                                                                                                                                        1.) pananakit? 2. sugat? 3. singaw 4.) hindi sinasadyang pagkagat 5.) mabahong hininga 6.) wala sa nabanggit,pananakit,sugat,singaw,hindi sinasadyang pagkagat,mabahong hininga,wala sa nabanggit,hindi ko alam,,,,,,,,,,,,,,,,,
"mula 1-10, bilang 1 walang sakit, at 10 pinakamasakit gaano ang sakit na iyong nararamdaman?",walang sakit,isa,dalawa,tatlo,apat,lima,anim,pito,walo,siyam,sampu,,,,,,,,,,,,,
kailan ito nagsimula?,ngayon lang,kanina lang,kahapon,nung isang araw,nakaraang linggo,nakaraang buwan,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,
gaano katagal mo na ito nararanasan?,isang araw,dalawang araw,tatlong araw,apat na araw,limang araw,anim na araw,isang linggo,higit sa isang linggo,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,
ito ba ay paulit ulit nang problema?,oo,opo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
anong parte ng bibig ang apektado?,sa loob sa kanan,sa loob sa kaliwa,dila,sa harap sa kanan,sa harap sa kaliwa,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,
ano ang posibleng dahilan nito?,nakagat,hindi nagsisipilyo,pagkain,natusok,biglaan na lang,braces,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,
ano ang  ginawa mo para mawala ang problema mo sa bibig?,uminom ng malamig at maraming tubig,nagmumog ng asin,nagsipilyo,nagbabad ng yelo,nagmumog,natulog,pinabayaan ko lang,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,
may ininom ka bang gamot para sa problema mo sa bibig?,oo,opo,wala,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
"kung oo, anong gamot ito?",antibiotic,pain reliever,ointment para sa singaw,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
sumasakit ba ang iyong lalamunan?,oo,opo,hindi,hindi ko alam,,,,,,,,,,,,,,,,,,,,
kung ito ay masakit? i-rate ang sakit mula 1-10 bilang 1 walang sakit ang 10 bilang pinakamasakit.,walang sakit,isa,dalawa,tatlo,apat,lima,anim,pito,walo,siyam,sampu,,,,,,,,,,,,,
kailan ito nagsimula?,ngayon lang,kanina lang,kahapon,nung isang araw,nung isang linggo,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,
gaano katagal mo na ito nararanasan?,kalahating araw,isang araw,dalawang araw,tatlong araw,apat na araw,limang araw,anim na araw,isang linggo,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,
ito ba ay paulit ulit nang problema?,oo,opo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
"kung oo, ilang beses mo na ito nararanasan? (sa isang taon)",isang beses,dalawang beses,tatlong beses,apat na beses,limang beses,anim na beses,pitong beses,walong beses,siyam na beses,sampung beses,higit sa sampung beses,madalas,maraming beses,hindi ko alam,hindi ko matandaan,,,,,,,,,
ano ang posibleng dahilan nito?,tuwing nagkakasakit ako,kumakain ng ice cream,nabulunan,natuyo,bigla na lang,puro inom ng malamig na tubig,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,
ano ang ginagawa mo para mawala ang pananakit ng iyong lalamunan,hindi kakain ng ice cream masyado,umiinom ng maraming tubig,nagto toothbrush,ginagawang kendi ang yelo,nagmumumog ng asin,nagmumumog,pinapabayaan ko lang,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,
mayroon ka bang gamot na iniinom para sa iyong lalamunan,wala po,meron,oo,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
anong gamot ang iyong iniinom para sa iyong lalamunan,antibiotics,pain reliever,biogesic,paracetamol,calpol,tempra,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,
nakakaranas ka ba ng pananakit ng dibdib,paminsan minsan lang,kapag hinihingal,"bigla na lang sumasakit, habang naglalaro ng cellphone",opo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,
kung ito ay masakit? i-rate ang sakit mula 1-10 bilang 1 walang sakit ang 10 bilang pinakamasakit.,walang sakit,isa,dalawa,tatlo,apat,lima,anim,pito,walo,siyam,sampu,,,,,,,,,,,,,
kailan mo ito nagsimulang maranasan?,ngayon lang,kanina lang,kahapon,nung isang araw,nung isang linggo,nung isang buwan,nung isang taon,matagal na,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,
gaano katagal ito na sumasakit,segundo,minuto,oras,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
pauulit - ulit na ba itong problerma?,oo,opo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
"kung oo, ilang beses mo na ito nararanasan?",dalawang beses,tatlong beses,higit sa tatlong beses,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
saang parte ito madalas na nararamadaman?,gitna,sa mismong puso,sa kaliwang bahagi,sa kanang bahagi,hindi ko alam nakalimutan ko na,,,,,,,,,,,,,,,,,,,
ano ang posibleng dahilan nito?,natamaan,nasuntok,biglaan na lang,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
nagpacheck up ka na ba sa doctor?,oo,opo,hindi,hindi ko alam,nakalimutan ko na,matagal na,,,,,,,,,,,,,,,,,,
"kung oo, ano ang bilin o reseta ng doctor sa iyo?",uminom ng gamot,magpahinga,magpa admit,iwasan ang mabibigat na gawain,magbawas ng timbang,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,
ano ang ginagawa mo para mawala ang pananakit ng iyong dibdib,pinapabayaan ko lang,pinahinga,maglagay ng vicks,minasahe,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
uminom ka ba ng gamot para mawala ang pananakit ng iyong dibdib?,oo,opo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
"kung oo, ano ang gamot na ito?",pain reliever,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,,,
nakakaranas ka ba ng pagkahirap huminga,opo,naglalaro ng habulan,tuwing umaga,,,,,,,,,,,,,,,,,,,,,
meron ka bang history ng sakit sa puso?,sanggol pa lang,oo,opo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
humirap ba ang iyong paghinga (na walang kinalaman sa alerdyi)?,oo,opo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
"kung oo, kailan mo ito naranasan?",sanggol pa lang,ngayon lang,kahapon,nung isang araw,nung isang linggo,nung isang buwan,nung isang taon,matagal na,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,
gaano katagal mo na ito nararanasan?,segundo,minuto,mas matagal sa isang minuto,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
ito ba ay paulit ulit nang problema?,oo,opo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
"kung oo, ilang beses mo na ito nararanasan?",dalawang beses,tatlong beses,apat na beses,higit sa apat na beses,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,
ano ang posibleng dahilan nito?,malikot,pagkatapos magehersisyo,pagkatapos maglaro,nung sanggol pa lang,ubo at sipon,lagnat,ubo,sipon,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,
ano ang iyong ginawa para lumuwag ang iyong paghinga?,naglagay ng vicks,nagpahid ng efficascent oil,minasahe,uminom ng kaunting tubig,mag inhaler,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,
may ininom ka bang gamot para makahinga ng maayos?,oo,wala,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,,
"kung oo, anong gamot ito?",inhaler,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,,,
nakapagpacheck up ka na ba sa doctor?,oo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,,
"kung oo, ano ang bilin o reseta ng doctor sa iyo?",uminom ng gamot,magpahinga,umiwas sa mabibigat na gawain,wag labis na magehersisyo,mag inhaler,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,
meron ka bang history ng hika?,oo,wala,hindi ko alam,hindi ko matandaan,,,,,,,,,,,,,,,,,,,,
nakakarananas ka ba ng pananakit ng tiyan sa nakalipas na sampung araw?,oo,opo,hindi,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,,,,,
"mula 1-10, 1 walang sakit at 10 bilang pinakamasakit, paki-rate ang pain?",konting sakit,isa,dalawa,tatlo,apat,lima,anim,pito,walo,siyam,sampu,,,,,,,,,,,,,
kailan ito nagsimula?,ngayon lang,kahapon,nung isang araw,nung isang linggo,nung isang buwan pa,nakaraang taon pa,matagal na,hindi ko alam,nakalimutan ko na,,,,,,,,,,,,,,,
gaano ito katagal?,segundo,minuto,oras,higit sa isang oras,,,,,,,,,,,,,,,,,,,,
ito ba ay paulit-ulit nang problema?,oo,opo,hindi,hindi ko alam,hindi ko matandaan,,,,,,,,,,,,,,,,,,,
